Category,Sub Category,Order Date,Profit
Food Grains,Dals & Pulses,01-09-2017,111.18
Fruits & Veggies,Organic Vegetables,03-05-2016,603.26
"Eggs, Meat & Fish",Mutton,11-11-2015,62.76
Food Grains,Rice,6/19/2018,446.4
Beverages,Soft Drinks,7/14/2017,299.76
Fruits & Veggies,Fresh Fruits,10-09-2017,159.17
Fruits & Veggies,Organic Fruits,12/31/2015,89.12
"Eggs, Meat & Fish",Mutton,03-05-2016,371.2
Bakery,Cakes,3/13/2017,177.93
Snacks,Noodles,6/19/2018,470.25
Snacks,Cookies,12/15/2015,250.8
Snacks,Chocolates,11/26/2017,522.6
Beverages,Soft Drinks,1/25/2017,562.02
Snacks,Chocolates,12/30/2015,410.4
Fruits & Veggies,Fresh Vegetables,4/29/2018,752.76
Snacks,Cookies,10/31/2015,881.71
Fruits & Veggies,Fresh Fruits,11-11-2015,439.23
Bakery,Breads & Buns,6/28/2016,707.81
Snacks,Cookies,11/25/2018,467.02
Beverages,Soft Drinks,10-02-2018,239.94
Beverages,Soft Drinks,11/28/2017,435.38
Fruits & Veggies,Fresh Fruits,11-02-2018,817.56
Fruits & Veggies,Fresh Vegetables,11/28/2015,539.22
Food Grains,Organic Staples,10/18/2015,826.8
Oil & Masala,Masalas,3/20/2017,146.3
Food Grains,Organic Staples,07-05-2016,475
Food Grains,Dals & Pulses,04-01-2018,209
Oil & Masala,Spices,5/19/2018,481.4
Fruits & Veggies,Fresh Fruits,7/17/2016,166.87
Bakery,Cakes,04-10-2018,311.04
Food Grains,Rice,12/16/2015,544.48
Snacks,Chocolates,12-09-2017,313.14
Oil & Masala,Edible Oil & Ghee,11-04-2017,214.5
Bakery,Breads & Buns,8/27/2018,539.76
Beverages,Health Drinks,12/16/2018,197.52
"Eggs, Meat & Fish",Mutton,3/13/2017,255.24
Food Grains,Dals & Pulses,10/19/2018,126.06
Bakery,Biscuits,06-09-2015,196.02
Snacks,Noodles,9/17/2018,112.21
Bakery,Cakes,11/25/2015,313.28
Food Grains,Atta & Flour,6/27/2018,806.88
Fruits & Veggies,Fresh Vegetables,02-09-2018,170.52
Beverages,Soft Drinks,12-04-2016,565.04
Beverages,Health Drinks,3/24/2016,422.84
"Eggs, Meat & Fish",Fish,6/20/2016,278.76
Oil & Masala,Masalas,8/19/2015,97.6
Fruits & Veggies,Organic Fruits,7/17/2018,61.15
Oil & Masala,Spices,07-02-2017,294.84
Beverages,Soft Drinks,11-04-2017,570.92
Bakery,Biscuits,10-03-2015,93.83
Snacks,Noodles,12/16/2018,1053.5
Beverages,Soft Drinks,12/16/2018,363.22
"Eggs, Meat & Fish",Mutton,8/31/2018,260.48
Beverages,Soft Drinks,08-02-2017,165.27
Oil & Masala,Masalas,12/14/2016,153.7
Beverages,Soft Drinks,06-03-2017,253.13
Fruits & Veggies,Fresh Fruits,10/19/2018,271.26
"Eggs, Meat & Fish",Chicken,8/27/2018,105.84
Fruits & Veggies,Fresh Fruits,10-03-2015,47.82
Beverages,Health Drinks,03-01-2016,78.87
Beverages,Health Drinks,03-12-2017,570.38
Beverages,Soft Drinks,11-04-2017,278.2
Food Grains,Dals & Pulses,09-04-2018,291.12
Beverages,Health Drinks,02-11-2018,158.1
Beverages,Health Drinks,10/30/2016,383.4
Oil & Masala,Spices,8/21/2018,956.56
Oil & Masala,Edible Oil & Ghee,12/25/2016,80.47
Food Grains,Organic Staples,05-07-2018,161.14
"Eggs, Meat & Fish",Fish,3/25/2018,492.8
Fruits & Veggies,Fresh Vegetables,05-07-2018,417.6
Bakery,Biscuits,12-10-2016,120.36
Food Grains,Atta & Flour,9/25/2017,341.82
Beverages,Soft Drinks,04-08-2018,521
"Eggs, Meat & Fish",Mutton,09-05-2016,417.06
Fruits & Veggies,Organic Fruits,12/24/2016,180.96
Oil & Masala,Edible Oil & Ghee,11-10-2017,215.16
Beverages,Soft Drinks,9/22/2017,331.93
Oil & Masala,Edible Oil & Ghee,3/14/2017,436.86
Food Grains,Organic Staples,12-10-2016,284.8
Fruits & Veggies,Fresh Fruits,12-09-2018,686.72
Oil & Masala,Masalas,10/31/2017,270
Beverages,Soft Drinks,7/20/2018,575.94
Oil & Masala,Spices,11/18/2015,231.88
Snacks,Noodles,3/25/2018,374.88
Food Grains,Rice,3/26/2018,107.55
Food Grains,Dals & Pulses,04-08-2018,718.27
Fruits & Veggies,Fresh Vegetables,6/20/2017,543.6
"Eggs, Meat & Fish",Eggs,9/21/2016,146.44
Beverages,Soft Drinks,9/24/2018,566.75
Beverages,Health Drinks,2/20/2015,108.36
Oil & Masala,Spices,11/13/2017,178.85
Bakery,Breads & Buns,05-07-2018,357.39
"Eggs, Meat & Fish",Fish,12/18/2018,90.3
Snacks,Chocolates,01-08-2017,521.5
Snacks,Cookies,11-11-2017,939.31
Snacks,Cookies,3/25/2018,133.84
Oil & Masala,Edible Oil & Ghee,01-03-2017,532.5
Fruits & Veggies,Organic Fruits,11/29/2016,369.84
Food Grains,Organic Staples,11/25/2017,423.12
Fruits & Veggies,Organic Fruits,9/25/2017,101.34
"Eggs, Meat & Fish",Fish,09-10-2016,256.88
Oil & Masala,Masalas,8/28/2016,305.76
Oil & Masala,Spices,11-11-2017,133
Food Grains,Organic Staples,12/28/2018,335.16
Fruits & Veggies,Fresh Vegetables,11/19/2018,630.7
Snacks,Cookies,3/21/2017,440.1
Oil & Masala,Edible Oil & Ghee,2/16/2017,643.5
Food Grains,Rice,6/27/2017,193.12
Snacks,Chocolates,02-08-2017,905.76
Fruits & Veggies,Fresh Vegetables,4/18/2017,499.45
Food Grains,Rice,3/15/2017,466.9
Snacks,Cookies,7/21/2015,187.74
Fruits & Veggies,Fresh Vegetables,9/26/2017,189.81
Snacks,Cookies,11/20/2017,515.88
Beverages,Soft Drinks,11/25/2015,652.05
Bakery,Cakes,09-05-2017,154.62
Oil & Masala,Spices,10/24/2016,467.4
Fruits & Veggies,Organic Vegetables,12/27/2017,114.18
Fruits & Veggies,Fresh Fruits,05-11-2015,214.06
Beverages,Soft Drinks,11-12-2015,191.62
Food Grains,Rice,11/13/2018,349.65
"Eggs, Meat & Fish",Chicken,08-06-2016,144.82
Fruits & Veggies,Organic Vegetables,4/27/2018,170.19
Fruits & Veggies,Fresh Vegetables,05-06-2018,240.48
"Eggs, Meat & Fish",Fish,9/27/2017,178.83
"Eggs, Meat & Fish",Chicken,10-09-2018,190.4
Snacks,Cookies,10-09-2018,170.28
Snacks,Noodles,5/18/2018,576.91
Beverages,Health Drinks,11/16/2016,449.2
Snacks,Cookies,12/15/2015,360.32
Food Grains,Rice,12/28/2018,69.63
Fruits & Veggies,Organic Vegetables,02-02-2017,355.68
"Eggs, Meat & Fish",Fish,9/17/2016,614.88
Oil & Masala,Edible Oil & Ghee,11/23/2015,737.6
Oil & Masala,Edible Oil & Ghee,12/13/2015,107.45
Snacks,Noodles,5/18/2018,405.3
Fruits & Veggies,Fresh Fruits,12/28/2018,252
Fruits & Veggies,Organic Fruits,11/25/2015,498.44
Food Grains,Atta & Flour,10-08-2016,286
Fruits & Veggies,Organic Fruits,11/20/2017,92.76
Snacks,Noodles,3/31/2016,540.64
Fruits & Veggies,Fresh Vegetables,12-02-2015,181.08
Snacks,Noodles,12-02-2015,209.38
Beverages,Health Drinks,08-05-2016,227.8
Beverages,Soft Drinks,10-03-2017,432.82
Bakery,Breads & Buns,4/18/2017,72.8
Fruits & Veggies,Fresh Vegetables,10/23/2017,301.35
Snacks,Cookies,06-11-2017,237.72
"Eggs, Meat & Fish",Chicken,10-08-2017,33.85
Fruits & Veggies,Fresh Vegetables,07-05-2018,227.34
"Eggs, Meat & Fish",Chicken,4/30/2016,181.2
Oil & Masala,Edible Oil & Ghee,12/24/2018,938.28
Beverages,Soft Drinks,03-02-2018,266.75
Food Grains,Atta & Flour,09-10-2016,411.75
"Eggs, Meat & Fish",Mutton,07-08-2018,478.17
"Eggs, Meat & Fish",Fish,9/17/2017,423.63
Beverages,Health Drinks,5/28/2018,253.5
Beverages,Health Drinks,4/16/2017,871.08
Food Grains,Organic Staples,09-02-2018,339.48
Food Grains,Atta & Flour,05-02-2017,65.4
"Eggs, Meat & Fish",Mutton,11/22/2017,671.3
Bakery,Biscuits,07-06-2016,193.82
"Eggs, Meat & Fish",Chicken,12-05-2018,267.75
"Eggs, Meat & Fish",Mutton,9/18/2018,156.03
Snacks,Cookies,09-12-2017,575.82
Oil & Masala,Masalas,01-02-2017,37.5
"Eggs, Meat & Fish",Fish,12-10-2016,271.83
"Eggs, Meat & Fish",Fish,07-11-2015,535.92
Oil & Masala,Spices,12/26/2017,61.26
Bakery,Breads & Buns,12/23/2018,53.88
Fruits & Veggies,Organic Vegetables,11/17/2015,167.53
Beverages,Health Drinks,12-02-2015,184.32
Fruits & Veggies,Organic Vegetables,7/22/2017,409.36
"Eggs, Meat & Fish",Fish,05-02-2018,129.14
Beverages,Health Drinks,11/27/2017,124.2
Fruits & Veggies,Fresh Fruits,07-06-2016,381.34
"Eggs, Meat & Fish",Eggs,12-05-2018,109.98
Snacks,Cookies,10/13/2017,220.09
"Eggs, Meat & Fish",Fish,05-12-2017,305.37
Fruits & Veggies,Fresh Vegetables,11/28/2016,314
Bakery,Breads & Buns,08-09-2016,411.35
Snacks,Noodles,9/30/2015,115.36
Snacks,Chocolates,6/26/2017,143.1
Beverages,Health Drinks,9/15/2018,651
Food Grains,Atta & Flour,07-08-2018,810.36
Fruits & Veggies,Organic Vegetables,12/25/2017,367.84
Beverages,Soft Drinks,7/20/2018,190.55
"Eggs, Meat & Fish",Chicken,07-09-2017,236.32
Beverages,Soft Drinks,11-08-2016,644
Bakery,Biscuits,10/25/2016,421.92
Bakery,Breads & Buns,4/30/2016,608.44
Fruits & Veggies,Organic Vegetables,4/30/2016,482.65
Oil & Masala,Masalas,9/15/2018,603.84
Bakery,Breads & Buns,4/14/2018,612.48
Beverages,Health Drinks,11/27/2015,139.92
Oil & Masala,Edible Oil & Ghee,05-02-2017,861.51
Snacks,Noodles,12-12-2017,442.4
Oil & Masala,Edible Oil & Ghee,2/21/2017,191.43
Beverages,Health Drinks,11/19/2015,377.4
Fruits & Veggies,Fresh Vegetables,12-02-2015,129.7
Food Grains,Dals & Pulses,07-11-2015,294.06
Bakery,Cakes,11-08-2018,300.72
Bakery,Cakes,10/23/2018,675.84
Food Grains,Organic Staples,02-03-2016,94.05
Oil & Masala,Edible Oil & Ghee,7/20/2018,312.79
Oil & Masala,Masalas,4/16/2016,549.78
Food Grains,Organic Staples,07-09-2017,534.6
Food Grains,Organic Staples,10-05-2018,454
Bakery,Breads & Buns,11-11-2017,667.52
Beverages,Soft Drinks,12/25/2017,342.94
Oil & Masala,Masalas,04-07-2017,314.34
Beverages,Soft Drinks,09-02-2018,138.51
Bakery,Breads & Buns,11/24/2018,356.7
"Eggs, Meat & Fish",Chicken,06-05-2016,84.96
Beverages,Soft Drinks,8/21/2016,200.33
Bakery,Breads & Buns,9/26/2015,676.28
Fruits & Veggies,Fresh Vegetables,11-02-2018,330.6
Fruits & Veggies,Organic Fruits,05-03-2018,544
Beverages,Soft Drinks,12-04-2018,197.52
Bakery,Breads & Buns,09-07-2015,608.85
Snacks,Cookies,09-09-2018,945.44
Bakery,Breads & Buns,12/13/2018,279.62
Snacks,Noodles,8/16/2016,669.51
"Eggs, Meat & Fish",Mutton,9/15/2015,305.7
"Eggs, Meat & Fish",Chicken,12/25/2016,629.1
Oil & Masala,Masalas,05-08-2016,609.29
Beverages,Soft Drinks,9/23/2017,481.43
Oil & Masala,Masalas,7/19/2015,141.36
Fruits & Veggies,Organic Fruits,09-09-2018,235.62
Oil & Masala,Spices,8/21/2016,225.76
Oil & Masala,Spices,05-08-2018,578.61
Food Grains,Dals & Pulses,6/25/2017,689.4
Snacks,Noodles,11/28/2017,43.28
Oil & Masala,Masalas,2/27/2016,463.05
Food Grains,Organic Staples,12-04-2018,389.91
"Eggs, Meat & Fish",Chicken,09-02-2018,311.52
Bakery,Breads & Buns,10/16/2017,391.04
Fruits & Veggies,Organic Fruits,9/29/2015,212.1
Bakery,Cakes,8/24/2016,151.92
Beverages,Soft Drinks,09-07-2016,583.04
Beverages,Health Drinks,06-03-2018,38.16
"Eggs, Meat & Fish",Mutton,12/25/2017,86.13
"Eggs, Meat & Fish",Mutton,12/23/2015,208.56
Food Grains,Organic Staples,10/21/2017,783.36
Food Grains,Rice,9/29/2015,114.41
Snacks,Cookies,6/14/2017,276.32
Snacks,Noodles,06-06-2015,98.55
Oil & Masala,Masalas,3/17/2015,288
"Eggs, Meat & Fish",Mutton,6/17/2017,553.68
Oil & Masala,Masalas,3/17/2015,241.08
"Eggs, Meat & Fish",Eggs,8/29/2017,558
Oil & Masala,Spices,05-03-2018,288.75
Oil & Masala,Masalas,3/17/2015,288.61
Fruits & Veggies,Fresh Vegetables,12/27/2016,248.27
Fruits & Veggies,Organic Fruits,5/28/2018,890.12
Food Grains,Rice,8/29/2017,497.94
Fruits & Veggies,Fresh Vegetables,03-03-2015,181.09
Food Grains,Dals & Pulses,7/18/2017,174.87
Bakery,Cakes,3/27/2017,516.88
Snacks,Chocolates,12/14/2016,330.98
Beverages,Health Drinks,12-10-2018,346
Oil & Masala,Masalas,04-02-2015,682.24
Snacks,Cookies,7/25/2016,190.44
"Eggs, Meat & Fish",Chicken,6/23/2016,591.02
Food Grains,Dals & Pulses,09-12-2017,305.46
Snacks,Cookies,10-11-2015,409.92
Snacks,Cookies,3/27/2017,137.94
Oil & Masala,Spices,9/18/2018,147.6
Bakery,Biscuits,10/22/2015,203.72
Snacks,Noodles,10/21/2015,709.92
Fruits & Veggies,Organic Fruits,10/18/2015,41.6
Fruits & Veggies,Organic Fruits,4/20/2016,356
Bakery,Cakes,04-08-2018,449.42
Snacks,Chocolates,09-08-2016,298.1
Beverages,Health Drinks,04-08-2015,97.75
Snacks,Chocolates,5/30/2017,235.5
Fruits & Veggies,Organic Fruits,8/20/2015,622.44
Snacks,Chocolates,01-04-2016,238.04
Food Grains,Rice,12-11-2018,146.1
Fruits & Veggies,Organic Fruits,9/20/2017,822.36
Food Grains,Rice,11-08-2016,435.86
Snacks,Noodles,11/20/2017,715.44
Fruits & Veggies,Organic Fruits,12/27/2016,176.4
Food Grains,Rice,4/29/2015,125.4
Bakery,Cakes,07-05-2016,914.61
Food Grains,Atta & Flour,9/20/2017,915.8
Fruits & Veggies,Organic Fruits,06-04-2018,530.99
Food Grains,Atta & Flour,6/30/2018,598.4
Fruits & Veggies,Organic Fruits,6/26/2018,269.7
Oil & Masala,Masalas,11-12-2016,271.83
"Eggs, Meat & Fish",Mutton,11-05-2016,60.69
Beverages,Soft Drinks,06-08-2015,182.58
Beverages,Soft Drinks,10-04-2017,155.7
Beverages,Health Drinks,5/14/2017,657.6
Bakery,Cakes,03-12-2016,367.2
Fruits & Veggies,Fresh Vegetables,05-01-2016,634.56
Fruits & Veggies,Fresh Fruits,12/27/2016,187.59
Food Grains,Dals & Pulses,03-12-2016,118.8
Oil & Masala,Masalas,08-01-2015,781.17
Bakery,Breads & Buns,02-06-2017,116.62
Fruits & Veggies,Fresh Fruits,6/15/2018,525.36
Food Grains,Rice,11-12-2016,478.92
"Eggs, Meat & Fish",Eggs,4/17/2017,177.76
Bakery,Biscuits,12/18/2016,119.49
Oil & Masala,Masalas,11-04-2017,860.18
Bakery,Cakes,06-08-2016,273.53
Snacks,Cookies,4/14/2018,74.97
Food Grains,Organic Staples,5/28/2017,73.6
Snacks,Noodles,4/30/2018,489.6
Snacks,Cookies,11/26/2016,110.95
Fruits & Veggies,Organic Fruits,6/15/2018,362.88
Food Grains,Rice,10/16/2018,528.48
"Eggs, Meat & Fish",Fish,12-11-2018,253.75
Bakery,Breads & Buns,08-12-2017,348.6
"Eggs, Meat & Fish",Mutton,8/25/2015,712.92
Oil & Masala,Masalas,3/16/2016,800.31
Oil & Masala,Spices,10/15/2018,266.56
Oil & Masala,Masalas,4/13/2016,109.3
Fruits & Veggies,Fresh Fruits,04-06-2015,252.12
Fruits & Veggies,Fresh Fruits,9/18/2016,299.88
Fruits & Veggies,Fresh Vegetables,3/22/2016,534.6
Fruits & Veggies,Organic Fruits,02-02-2018,334.56
Food Grains,Organic Staples,12-05-2016,451.35
Oil & Masala,Spices,12-08-2015,67.21
Fruits & Veggies,Fresh Vegetables,4/30/2018,306.68
Oil & Masala,Masalas,12/28/2018,464.16
Bakery,Biscuits,11/18/2015,149.6
Bakery,Breads & Buns,11/19/2017,56.88
Beverages,Health Drinks,10/30/2018,66.01
Oil & Masala,Spices,11/16/2016,168.66
Food Grains,Rice,5/14/2016,342.16
Food Grains,Dals & Pulses,9/24/2016,665.72
Food Grains,Atta & Flour,8/29/2018,995.4
Bakery,Cakes,11-07-2017,63.6
"Eggs, Meat & Fish",Mutton,12-08-2015,178.92
"Eggs, Meat & Fish",Fish,12-02-2017,49.5
Oil & Masala,Edible Oil & Ghee,8/18/2018,111.09
Fruits & Veggies,Organic Vegetables,9/15/2017,333.63
Beverages,Soft Drinks,04-06-2015,378.88
Fruits & Veggies,Organic Vegetables,01-10-2017,392.32
Snacks,Chocolates,11/18/2015,212.1
Beverages,Soft Drinks,10-05-2018,199.87
Beverages,Health Drinks,12/29/2015,533.88
Snacks,Noodles,1/22/2017,232.32
Food Grains,Atta & Flour,09-10-2016,340.34
Fruits & Veggies,Organic Vegetables,10/20/2016,292.41
Fruits & Veggies,Fresh Vegetables,12/29/2015,295.11
Snacks,Cookies,04-06-2015,160
Food Grains,Atta & Flour,6/14/2017,565.6
Snacks,Cookies,7/30/2015,63.75
"Eggs, Meat & Fish",Fish,12/29/2018,794.2
Oil & Masala,Spices,12/18/2017,425.25
"Eggs, Meat & Fish",Eggs,5/30/2017,629.68
Bakery,Cakes,3/26/2016,335.94
Bakery,Breads & Buns,12-01-2018,187.5
Snacks,Cookies,5/26/2015,64.8
Food Grains,Dals & Pulses,9/16/2017,379.68
Fruits & Veggies,Organic Vegetables,04-12-2015,680.4
Beverages,Health Drinks,9/23/2015,250.42
Oil & Masala,Masalas,5/14/2016,108.78
Beverages,Soft Drinks,9/26/2017,205.1
"Eggs, Meat & Fish",Eggs,8/21/2016,323.12
Bakery,Breads & Buns,05-04-2018,434.6
Beverages,Health Drinks,7/21/2015,556.65
Snacks,Cookies,12/25/2017,692.8
Beverages,Soft Drinks,5/14/2016,266.64
"Eggs, Meat & Fish",Eggs,4/28/2017,235.9
Fruits & Veggies,Organic Vegetables,9/18/2017,224.28
Beverages,Health Drinks,7/21/2015,231.99
"Eggs, Meat & Fish",Eggs,03-07-2015,370.35
Food Grains,Atta & Flour,7/26/2016,128.87
Fruits & Veggies,Fresh Vegetables,3/22/2015,86.84
Oil & Masala,Spices,5/14/2016,680.4
Bakery,Biscuits,12/26/2017,497.65
Fruits & Veggies,Fresh Fruits,04-05-2016,403.65
"Eggs, Meat & Fish",Fish,7/26/2018,281.19
Food Grains,Organic Staples,4/26/2015,66.24
Bakery,Biscuits,10/31/2015,771.12
Bakery,Cakes,4/26/2016,90.3
Bakery,Biscuits,11-09-2018,617.96
Snacks,Chocolates,7/18/2017,259.16
Food Grains,Dals & Pulses,7/18/2017,188.24
Oil & Masala,Edible Oil & Ghee,12-10-2015,596
Bakery,Biscuits,7/15/2017,296.97
Oil & Masala,Edible Oil & Ghee,9/23/2017,111.12
Food Grains,Dals & Pulses,12/13/2015,618.84
Oil & Masala,Spices,09-03-2016,219.84
Oil & Masala,Masalas,10/13/2017,624.68
Snacks,Chocolates,9/23/2018,507.36
Bakery,Breads & Buns,10-05-2018,629
"Eggs, Meat & Fish",Chicken,12/26/2017,420.25
Bakery,Cakes,9/14/2016,602.16
Oil & Masala,Edible Oil & Ghee,7/13/2015,255.69
"Eggs, Meat & Fish",Mutton,10-03-2018,486
"Eggs, Meat & Fish",Chicken,07-08-2015,171.36
Snacks,Chocolates,12/24/2016,945.14
Oil & Masala,Masalas,10-05-2018,798.84
Fruits & Veggies,Organic Fruits,10/20/2017,386.92
Snacks,Chocolates,9/25/2016,408.03
Beverages,Soft Drinks,6/28/2016,184.23
Beverages,Health Drinks,5/16/2015,58.72
Snacks,Cookies,9/24/2017,498.64
Fruits & Veggies,Organic Vegetables,12/16/2015,308
Bakery,Biscuits,10/31/2017,451.8
Fruits & Veggies,Fresh Fruits,12-02-2018,90.1
Food Grains,Organic Staples,05-12-2018,375.9
Snacks,Chocolates,4/13/2018,477.7
"Eggs, Meat & Fish",Mutton,5/13/2015,329.28
Bakery,Breads & Buns,11/24/2017,545.29
Bakery,Cakes,12/24/2015,644.49
Beverages,Health Drinks,03-07-2015,801.5
Snacks,Cookies,12-02-2018,86.46
"Eggs, Meat & Fish",Fish,12-08-2017,196
"Eggs, Meat & Fish",Mutton,4/30/2017,863.1
Food Grains,Dals & Pulses,9/22/2017,697.2
Snacks,Cookies,03-03-2018,157.86
Snacks,Chocolates,7/31/2017,667.92
Food Grains,Dals & Pulses,9/19/2018,875.48
Snacks,Cookies,12-02-2018,848.4
Snacks,Noodles,9/18/2017,999.99
Food Grains,Organic Staples,8/21/2017,464.88
Oil & Masala,Spices,9/19/2015,257.52
Bakery,Cakes,12/25/2017,501.84
Oil & Masala,Spices,10/13/2017,146.93
Bakery,Breads & Buns,10/22/2018,311.25
Food Grains,Rice,12/19/2017,87.45
Oil & Masala,Masalas,9/19/2018,622.96
"Eggs, Meat & Fish",Eggs,12-02-2018,929.06
Oil & Masala,Spices,3/24/2017,109.06
Beverages,Soft Drinks,9/21/2015,149.4
Food Grains,Dals & Pulses,9/21/2015,628.56
Beverages,Soft Drinks,1/26/2015,133.2
Snacks,Noodles,10-06-2015,292.33
Fruits & Veggies,Organic Vegetables,11/19/2017,427
Bakery,Biscuits,9/21/2015,207.55
Beverages,Health Drinks,11/27/2017,282.53
Snacks,Cookies,10/21/2018,201.84
Fruits & Veggies,Fresh Fruits,11/27/2017,468.5
Oil & Masala,Spices,03-01-2016,57.7
Beverages,Health Drinks,6/17/2018,83.68
Fruits & Veggies,Fresh Vegetables,12-09-2015,517.92
Food Grains,Organic Staples,11/23/2018,251.82
Beverages,Soft Drinks,9/23/2018,423.18
Bakery,Cakes,8/29/2018,1034.1
Fruits & Veggies,Fresh Vegetables,5/25/2016,146.4
Fruits & Veggies,Organic Vegetables,09-04-2018,286.2
Beverages,Soft Drinks,11-07-2015,203.45
Food Grains,Atta & Flour,09-04-2018,233.07
Food Grains,Rice,08-06-2016,451.92
Beverages,Health Drinks,12-09-2015,370
Fruits & Veggies,Organic Vegetables,11-02-2018,84.96
"Eggs, Meat & Fish",Eggs,11/19/2018,592.8
Food Grains,Dals & Pulses,8/29/2018,189.12
Snacks,Noodles,09-08-2018,235.43
Food Grains,Rice,08-11-2018,86.05
Oil & Masala,Spices,4/21/2018,71.64
Food Grains,Atta & Flour,11/14/2015,107.94
Snacks,Chocolates,04-05-2015,234.9
Fruits & Veggies,Organic Vegetables,04-05-2015,113
Fruits & Veggies,Fresh Fruits,07-09-2018,352.75
"Eggs, Meat & Fish",Mutton,09-08-2018,206.69
Bakery,Biscuits,06-09-2018,995.07
Snacks,Noodles,08-11-2018,114.15
Food Grains,Organic Staples,11/23/2018,442.64
Oil & Masala,Masalas,5/25/2016,484.4
Bakery,Biscuits,03-03-2017,406.77
Oil & Masala,Masalas,07-02-2017,703.54
Fruits & Veggies,Organic Vegetables,11-01-2017,187.88
"Eggs, Meat & Fish",Fish,11/23/2018,797.55
Fruits & Veggies,Fresh Vegetables,9/26/2017,298.76
Fruits & Veggies,Fresh Vegetables,12/14/2015,570.72
"Eggs, Meat & Fish",Fish,11-07-2015,291.2
Snacks,Chocolates,6/17/2018,68.46
Oil & Masala,Masalas,6/17/2018,385.74
Snacks,Chocolates,3/31/2018,540.8
Fruits & Veggies,Organic Fruits,11-05-2018,433.23
"Eggs, Meat & Fish",Mutton,12/30/2017,593.85
"Eggs, Meat & Fish",Chicken,9/24/2017,406.38
Beverages,Soft Drinks,09-08-2018,76.34
Oil & Masala,Edible Oil & Ghee,08-11-2018,776.16
Oil & Masala,Edible Oil & Ghee,07-09-2018,538.98
Oil & Masala,Masalas,8/29/2018,204
"Eggs, Meat & Fish",Mutton,10/23/2018,132.48
"Eggs, Meat & Fish",Mutton,3/20/2016,142.74
"Eggs, Meat & Fish",Eggs,3/30/2017,360
Oil & Masala,Masalas,10-08-2018,319.77
Snacks,Cookies,09-03-2016,541.44
Oil & Masala,Masalas,5/14/2018,189.86
Oil & Masala,Masalas,09-10-2018,72.48
Oil & Masala,Spices,7/18/2016,383.32
Oil & Masala,Spices,12/16/2017,927.45
"Eggs, Meat & Fish",Fish,04-07-2017,452.32
Beverages,Soft Drinks,08-06-2017,495.45
Beverages,Soft Drinks,5/21/2017,349.3
Fruits & Veggies,Fresh Fruits,5/30/2015,614.46
Oil & Masala,Spices,3/19/2018,294.88
Beverages,Soft Drinks,1/25/2017,270.8
Beverages,Health Drinks,09-12-2018,33.96
Fruits & Veggies,Organic Vegetables,9/29/2018,330.48
Snacks,Cookies,3/24/2018,273.98
Snacks,Chocolates,12-11-2018,702.45
Fruits & Veggies,Organic Vegetables,12/31/2015,278
Oil & Masala,Masalas,11-07-2015,600.25
Bakery,Breads & Buns,7/16/2016,59.3
"Eggs, Meat & Fish",Mutton,11/15/2016,129.71
Beverages,Soft Drinks,6/29/2018,168.48
"Eggs, Meat & Fish",Chicken,11-07-2015,501.17
Oil & Masala,Edible Oil & Ghee,5/30/2015,376.01
Beverages,Health Drinks,3/20/2016,575.82
Snacks,Noodles,5/14/2018,295.4
"Eggs, Meat & Fish",Chicken,5/14/2018,79.32
Beverages,Soft Drinks,3/30/2015,289.94
Bakery,Cakes,5/14/2018,433.84
Fruits & Veggies,Fresh Fruits,1/25/2017,474.04
Bakery,Biscuits,11/15/2016,984.8
Fruits & Veggies,Fresh Vegetables,07-11-2016,635.58
Fruits & Veggies,Fresh Vegetables,09-03-2017,136.48
Snacks,Chocolates,09-12-2018,465.88
Bakery,Cakes,10/23/2018,123.96
Oil & Masala,Masalas,08-07-2016,174.93
Fruits & Veggies,Organic Vegetables,9/16/2015,186
Snacks,Noodles,4/23/2018,332.81
Beverages,Soft Drinks,4/20/2018,574.4
Beverages,Health Drinks,06-02-2017,427.68
Beverages,Soft Drinks,4/24/2018,395.25
Snacks,Cookies,5/30/2015,220.7
Beverages,Soft Drinks,07-03-2016,466.2
Fruits & Veggies,Organic Vegetables,12/22/2016,382.36
Beverages,Health Drinks,9/25/2018,388.36
Bakery,Breads & Buns,3/20/2016,348.48
Oil & Masala,Spices,8/24/2015,88.13
Snacks,Cookies,09-10-2018,724.46
Snacks,Cookies,4/20/2018,150.48
Snacks,Noodles,12-11-2017,510.9
Food Grains,Atta & Flour,12-05-2015,181.94
Bakery,Breads & Buns,12/30/2017,216.72
"Eggs, Meat & Fish",Chicken,8/17/2018,588.84
Fruits & Veggies,Fresh Fruits,5/29/2016,431.1
Beverages,Soft Drinks,2/27/2016,420.05
Food Grains,Organic Staples,8/22/2016,703.25
Fruits & Veggies,Fresh Vegetables,11/15/2016,295.6
Food Grains,Dals & Pulses,12-05-2015,665.56
Food Grains,Rice,9/30/2018,207.9
Food Grains,Rice,3/20/2016,266.37
"Eggs, Meat & Fish",Mutton,11-01-2015,725.04
"Eggs, Meat & Fish",Eggs,4/24/2018,741.11
Oil & Masala,Edible Oil & Ghee,4/24/2018,426.3
Oil & Masala,Edible Oil & Ghee,11-01-2015,681.12
Food Grains,Dals & Pulses,2/27/2016,93.7
Oil & Masala,Spices,4/23/2015,174.48
Oil & Masala,Spices,4/23/2018,293.72
"Eggs, Meat & Fish",Fish,9/25/2018,374.1
Oil & Masala,Masalas,8/28/2017,42.77
